business_name,city,state,website,phone,contact_method,industry,to_email,subject,body,approved,sent_at,approval_reason,scoring_reason,final_priority_score,automation_opportunity,do_not_contact,draft_version,facebook_url,instagram_url,contact_form_url,social_channels,social_dm_text,facebook_dm_draft,instagram_dm_draft,contact_form_message,lead_insight_sentence,lead_insight_signals,opportunity_score,last_contact_channel,last_contacted_at,contact_attempt_count,contact_result,next_followup_at,campaign_key,message_id,replied,replied_at,reply_snippet,conversation_notes,conversation_next_step,send_after
Eric Nienhaus Plumbing Inc,Burlington,WI,,2627671899,phone,plumbing,,quick question,"hey Eric Nienhaus Plumbing Inc — quick question, when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew",false,,,Skip — high-fit industry (plumbing) (+2); no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Eric Nienhaus Plumbing Inc — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Eric Nienhaus Plumbing Inc — quick question, when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew","hey Eric Nienhaus Plumbing Inc — quick question, when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew","hey Eric Nienhaus Plumbing Inc — quick question, when you're out in the field do calls just get missed sometimes guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
Koenen's Water Works Plumbing Co. LLC,Burlington,WI,https://koenenswaterworksplumbing.com,2627637385,email,plumbing,info@h2okb.com,random thought,"hey Koenen's Water Works Plumbing Co LLC — when you're out in the field do calls just get missed sometimes.

– Drew",true,,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/koenenwaterworksplumbing,https://www.instagram.com/koenenswaterworksplumbing/,,"email_found,facebook_found,instagram_found",Hey Koenen's Water Works Plumbing Co. LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Koenen's Water Works Plumbing Co LLC — when you're out in the field do calls just get missed sometimes.

– Drew","hey Koenen's Water Works Plumbing Co LLC — when you're out in the field do calls just get missed sometimes.

– Drew","hey Koenen's Water Works Plumbing Co LLC — when you're out in the field do calls just get missed sometimes.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,,,,,,,2026-03-18T07:57:00
"Thielmann Heating, Cooling & Plumbing",Burlington,WI,https://thielmannheating.com/burlington,2626003084,website,plumbing,,"Thielmann Heating, Cooling & Plumbing","hey Thielmann Heating, Cooling & Plumbing — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,https://www.facebook.com/ThielmannGroup,,https://thielmannheating.com/schedule,"facebook_found,contact_form_only","Hey Thielmann Heating, Cooling & Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Thielmann Heating, Cooling & Plumbing — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew","hey Thielmann Heating, Cooling & Plumbing — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew","hey Thielmann Heating, Cooling & Plumbing — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
Southern Lakes Plumbing & Heating,Elkhorn,WI,http://www.slpandh.com,2627236422,email,plumbing,info@slpandh.com,Southern Lakes Plumbing & Heating,"hey Southern Lakes Plumbing & Heating — was thinking about this earlier ever feel like some leads just disappear before you can even talk to them feels like those usually just go to the next company.

– Drew",true,,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,,http://www.slpandh.com/contact,email_found,Hey Southern Lakes Plumbing & Heating — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Elkhorn that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Southern Lakes Plumbing & Heating — was thinking about this earlier ever feel like some leads just disappear before you can even talk to them feels like those usually just go to the next company.

– Drew","hey Southern Lakes Plumbing & Heating — was thinking about this earlier ever feel like some leads just disappear before you can even talk to them feels like those usually just go to the next company.

– Drew","hey Southern Lakes Plumbing & Heating — was thinking about this earlier ever feel like some leads just disappear before you can even talk to them feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,,,,,,,2026-03-18T07:56:00
Podella Plumbing & Heating LLC,Burlington,WI,http://www.podellaplumbing.com,2625374040,email,plumbing,mpodella@wi.rr.com,Podella Plumbing & Heating LLC,"hey Podella Plumbing & Heating LLC — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew",true,,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,,,http://www.podellaplumbing.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.7,email_found,Hey Podella Plumbing & Heating LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Podella Plumbing & Heating LLC — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew","hey Podella Plumbing & Heating LLC — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew","hey Podella Plumbing & Heating LLC — ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,,,,,,,2026-03-18T07:39:00
"Peck & Weis Heating, Cooling, Plumbing, Electric",Lake Geneva,WI,https://peckandweis.com,2627298574,website,plumbing,,"Peck & Weis Heating, Cooling, Plumbing, Electric","hey Peck & Weis Heating, Cooling, Plumbing, Electric — quick question ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,https://www.facebook.com/PeckWeis,https://www.instagram.com/peckandweis/,https://peckandweis.com/contact-us/,"facebook_found,instagram_found,contact_form_only","Hey Peck & Weis Heating, Cooling, Plumbing, Electric — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Lake Geneva that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Peck & Weis Heating, Cooling, Plumbing, Electric — quick question ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey Peck & Weis Heating, Cooling, Plumbing, Electric — quick question ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey Peck & Weis Heating, Cooling, Plumbing, Electric — quick question ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
Walsh Plumbing,Trevor,WI,https://www.walsh-plumbing.com,2628622424,website,plumbing,,Walsh Plumbing,"hey Walsh Plumbing — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,,,,no_contact_channel,Hey Walsh Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Trevor that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Walsh Plumbing — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey Walsh Plumbing — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew","hey Walsh Plumbing — not sure if this happens to you but, ever feel like some leads just disappear before you can even talk to them. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
Steve Gauger Plumbing & Heating,Burlington,WI,,2627678789,phone,plumbing,,random thought,"hey Steve Gauger Plumbing & Heating — quick question, when someone reaches out do you usually get back to them right away or does it lag seems like those turn into lost jobs pretty quick.

– Drew",false,,,Skip — high-fit industry (plumbing) (+2); no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Steve Gauger Plumbing & Heating — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Steve Gauger Plumbing & Heating — quick question, when someone reaches out do you usually get back to them right away or does it lag seems like those turn into lost jobs pretty quick.

– Drew","hey Steve Gauger Plumbing & Heating — quick question, when someone reaches out do you usually get back to them right away or does it lag seems like those turn into lost jobs pretty quick.

– Drew","hey Steve Gauger Plumbing & Heating — quick question, when someone reaches out do you usually get back to them right away or does it lag seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
Perez Plumbing,Waterford,WI,,2625349740,phone,plumbing,,quick question,"hey Perez Plumbing — when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew",false,,,Skip — high-fit industry (plumbing) (+2); no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Perez Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Waterford that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Perez Plumbing — when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew","hey Perez Plumbing — when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew","hey Perez Plumbing — when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
Mechanical Masters Inc,Kansasville,WI,https://mechmast.com,2628780875,website,plumbing,,quick question,"hey Mechanical Masters Inc — when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,,,,no_contact_channel,Hey Mechanical Masters Inc — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Kansasville that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Mechanical Masters Inc — when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew","hey Mechanical Masters Inc — when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew","hey Mechanical Masters Inc — when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
Geneva Plumbing & Heating,Lake Geneva,WI,http://genevaplumbingheating.com,2622481535,email,plumbing,nick@genevaplumbingheating.com,Geneva Plumbing & Heating,"hey Geneva Plumbing & Heating — when you're out in the field do calls just get missed sometimes probably just ends up going to someone else.

– Drew",true,,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/wix,,,"email_found,facebook_found",Hey Geneva Plumbing & Heating — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Lake Geneva that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Geneva Plumbing & Heating — when you're out in the field do calls just get missed sometimes probably just ends up going to someone else.

– Drew","hey Geneva Plumbing & Heating — when you're out in the field do calls just get missed sometimes probably just ends up going to someone else.

– Drew","hey Geneva Plumbing & Heating — when you're out in the field do calls just get missed sometimes probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,,,,,,,2026-03-18T08:24:00
Northern Mechanical USA,Union Grove,WI,http://northernmechanicalusa.com,2627700221,website,plumbing,,hey,"hey Northern Mechanical USA — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,,,,no_contact_channel,Hey Northern Mechanical USA — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Union Grove that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Northern Mechanical USA — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Northern Mechanical USA — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew","hey Northern Mechanical USA — when someone reaches out do you usually get back to them right away or does it lag probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
TCM Sewer and Drain LLC,Sturtevant,WI,http://tcmdrain.com,2627702309,website,plumbing,,quick question,"hey TCM Sewer and Drain LLC — not sure if this happens to you but, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,,,,no_contact_channel,Hey TCM Sewer and Drain LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Sturtevant that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey TCM Sewer and Drain LLC — not sure if this happens to you but, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew","hey TCM Sewer and Drain LLC — not sure if this happens to you but, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew","hey TCM Sewer and Drain LLC — not sure if this happens to you but, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
Rock-Well Well & Pump Service Inc,Kansasville,WI,http://rock-well.com,2628782110,email,plumbing,kelly@rock-well.com,random thought,"hey Rock-Well Well & Pump Service Inc — not sure if this happens to you but when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew",true,,safe_autopilot,High Opportunity — high-fit industry (plumbing) (+2); has website (+1); has email (+1); email_found contactability (+1),5,unknown,,v7,https://www.facebook.com/pages,,http://rock-well.com/request-a-call-back,"email_found,facebook_found",Hey Rock-Well Well & Pump Service Inc — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Kansasville that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Rock-Well Well & Pump Service Inc — not sure if this happens to you but when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew","hey Rock-Well Well & Pump Service Inc — not sure if this happens to you but when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew","hey Rock-Well Well & Pump Service Inc — not sure if this happens to you but when you're out in the field do calls just get missed sometimes. guessing most people don't call back.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,100,,,0,,,,,,,,,,2026-03-18T09:01:00
Benjamin Franklin Plumbing,Mt Pleasant,WI,https://www.benjaminfranklinplumbing.com/southeastern-wisconsin,2625365019,website,plumbing,,Benjamin Franklin Plumbing,"hey Benjamin Franklin Plumbing — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,,,,no_contact_channel,Hey Benjamin Franklin Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Mt Pleasant that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Benjamin Franklin Plumbing — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew","hey Benjamin Franklin Plumbing — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew","hey Benjamin Franklin Plumbing — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
Dechamps Plumbing,Caledonia,WI,,4147598703,phone,plumbing,,Dechamps Plumbing,"hey Dechamps Plumbing — quick question, when you're out in the field do calls just get missed sometimes seems like those turn into lost jobs pretty quick.

– Drew",false,,,Skip — high-fit industry (plumbing) (+2); no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Dechamps Plumbing — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Caledonia that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Dechamps Plumbing — quick question, when you're out in the field do calls just get missed sometimes seems like those turn into lost jobs pretty quick.

– Drew","hey Dechamps Plumbing — quick question, when you're out in the field do calls just get missed sometimes seems like those turn into lost jobs pretty quick.

– Drew","hey Dechamps Plumbing — quick question, when you're out in the field do calls just get missed sometimes seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
"Windy City Rooter, Inc.",Antioch,IL,https://windycityrooter.com,8474574143,website,plumbing,,quick question,"hey Windy City Rooter, Inc. — not sure if this happens to you but when you're out in the field do calls just get missed sometimes.

– Drew",false,,,Possible — high-fit industry (plumbing) (+2); has website (+1),3,unknown,,v7,https://www.facebook.com/windycityrooterinc,https://www.instagram.com/windycityrooter/,https://windycityrooter.com/contact-us,"facebook_found,instagram_found,contact_form_only","Hey Windy City Rooter, Inc. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Antioch that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Windy City Rooter, Inc. — not sure if this happens to you but when you're out in the field do calls just get missed sometimes.

– Drew","hey Windy City Rooter, Inc. — not sure if this happens to you but when you're out in the field do calls just get missed sometimes.

– Drew","hey Windy City Rooter, Inc. — not sure if this happens to you but when you're out in the field do calls just get missed sometimes.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,
"Kastenson Auto Service, L.L.C.",Union Grove,WI,http://www.kastensonautoservice.com,2628783945,website,auto,,hey,"hey Kastenson Auto Service, L.L.C. — when someone reaches out do you usually get back to them right away or does it lag.

– Drew",false,,,Skip — has website (+1),1,unknown,,v7,https://www.facebook.com/kastensonauto,,http://www.kastensonautoservice.com/auto-repairs/schedule-a-repair.aspx?s=cc&mode=pay,"facebook_found,contact_form_only","Hey Kastenson Auto Service, L.L.C. — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Union Grove that replies to missed callers automatically. Happy to send a quick example — just let me know!","hey Kastenson Auto Service, L.L.C. — when someone reaches out do you usually get back to them right away or does it lag.

– Drew","hey Kastenson Auto Service, L.L.C. — when someone reaches out do you usually get back to them right away or does it lag.

– Drew","hey Kastenson Auto Service, L.L.C. — when someone reaches out do you usually get back to them right away or does it lag.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
Ibarra’s Auto LLC,Union Grove,WI,,2625040526,phone,auto,,quick question,"hey Ibarra’s Auto LLC — random but when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew",false,,,Skip — no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Ibarra’s Auto LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Union Grove that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Ibarra’s Auto LLC — random but when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew","hey Ibarra’s Auto LLC — random but when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew","hey Ibarra’s Auto LLC — random but when someone reaches out do you usually get back to them right away or does it lag feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
MLS Auto Clinic,Salem Lakes,WI,https://mlsautoclinic.com,2628432833,email,auto,autopro2123@yahoo.com,random thought,"hey MLS Auto Clinic — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew",true,,safe_autopilot,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,https://www.facebook.com/MLSAUTO,https://www.instagram.com/mlsautoclinic/,,"email_found,facebook_found,instagram_found",Hey MLS Auto Clinic — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Salem Lakes that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey MLS Auto Clinic — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew","hey MLS Auto Clinic — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew","hey MLS Auto Clinic — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T09:32:00
Waterford Automotive,Waterford,WI,,2625347334,phone,auto,,random thought,"hey Waterford Automotive — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. probably just ends up going to someone else.

– Drew",false,,,Skip — no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Waterford Automotive — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Waterford that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Waterford Automotive — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. probably just ends up going to someone else.

– Drew","hey Waterford Automotive — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. probably just ends up going to someone else.

– Drew","hey Waterford Automotive — was thinking about this earlier when the shop gets busy do calls just get missed sometimes. probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
M & L Automotive,Waterford,WI,,2625346252,phone,auto,,quick question,"hey M & L Automotive — not sure if this happens to you but, when the shop gets busy do calls just get missed sometimes. feels like those usually just go to the next company.

– Drew",false,,,Skip — no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey M & L Automotive — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Waterford that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey M & L Automotive — not sure if this happens to you but, when the shop gets busy do calls just get missed sometimes. feels like those usually just go to the next company.

– Drew","hey M & L Automotive — not sure if this happens to you but, when the shop gets busy do calls just get missed sometimes. feels like those usually just go to the next company.

– Drew","hey M & L Automotive — not sure if this happens to you but, when the shop gets busy do calls just get missed sometimes. feels like those usually just go to the next company.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
J&S LLC,Burlington,WI,https://js-llc.square.site,2627559081,email,auto,njandsllc90@gmail.com,random thought,"hey J&S LLC — quick question, ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew",true,,safe_autopilot,Possible — has website (+1); has email (+1); email_found contactability (+1),3,unknown,,v7,,,,email_found,Hey J&S LLC — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey J&S LLC — quick question, ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew","hey J&S LLC — quick question, ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew","hey J&S LLC — quick question, ever feel like some leads just disappear before you can even talk to them. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,60,,,0,,,,,,,,,,2026-03-18T08:18:00
Select Automotive & Tire,Union Grove,WI,,2628783499,phone,auto,,hey,"hey Select Automotive & Tire — random but when the shop gets busy do calls just get missed sometimes kinda seems like those get lost.

– Drew",false,,,Skip — no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Select Automotive & Tire — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Union Grove that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Select Automotive & Tire — random but when the shop gets busy do calls just get missed sometimes kinda seems like those get lost.

– Drew","hey Select Automotive & Tire — random but when the shop gets busy do calls just get missed sometimes kinda seems like those get lost.

– Drew","hey Select Automotive & Tire — random but when the shop gets busy do calls just get missed sometimes kinda seems like those get lost.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
Country Auto Repair,Waterford,WI,,2625346500,phone,auto,,random thought,"hey Country Auto Repair — random but, when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew",false,,,Skip — no_website contactability (-1),1,unknown,,v7,,,,no_contact_channel,Hey Country Auto Repair — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Waterford that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Country Auto Repair — random but, when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew","hey Country Auto Repair — random but, when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew","hey Country Auto Repair — random but, when the shop gets busy do calls just get missed sometimes. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
B Towne Auto Service,Burlington,WI,https://www.btowneauto.com,2627679007,website,auto,,random thought,"hey B Towne Auto Service — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew",false,,,Skip — has website (+1),1,unknown,,v7,https://www.facebook.com/profile.php,,,facebook_found,Hey B Towne Auto Service — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey B Towne Auto Service — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew","hey B Towne Auto Service — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew","hey B Towne Auto Service — was thinking about this earlier, when someone reaches out do you usually get back to them right away or does it lag. seems like those turn into lost jobs pretty quick.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
Dan-Tone Garage,Burlington,WI,http://www.dantonegarage.com,2627634665,website,auto,,hey,"hey Dan-Tone Garage — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew",false,,,Skip — has website (+1),1,unknown,,v7,https://www.facebook.com/Dan-Tone-Garage-1710146902557949,,http://www.dantonegarage.com/contact-us/4409319,"facebook_found,contact_form_only",Hey Dan-Tone Garage — quick question. Do you ever miss calls when your team is out on jobs? I set up a simple text-back line for service companies in Burlington that replies to missed callers automatically. Happy to send a quick example — just let me know!,"hey Dan-Tone Garage — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew","hey Dan-Tone Garage — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew","hey Dan-Tone Garage — ever feel like some leads just disappear before you can even talk to them. probably just ends up going to someone else.

– Drew",Website signal scan was limited; position outreach around missed-call response speed and lead capture reliability.,,20,,,0,,,,,,,,,,
